amount,hour,accountAge,velocity,fraud
15414,3,828,5,0
15501,18,503,2,0
12014,16,760,5,0
84630,22,124,4,1
49064,12,610,1,0
61704,21,754,2,1
42994,8,282,1,0
87222,6,23,4,1
74964,0,374,3,1
74365,3,557,3,0
66687,14,708,3,1
40343,21,98,2,0
59258,22,359,4,1
97604,13,788,1,0
98527,1,316,2,0
31978,23,883,4,1
3083,8,632,2,0
15090,0,922,5,1
75480,9,908,5,1
20365,17,886,4,1
74264,17,260,5,1
52476,18,784,4,1
88878,16,82,2,0
14210,3,235,3,0
67055,19,582,2,1
59685,18,242,5,1
57741,14,838,4,1
83738,23,55,4,1
52924,17,849,5,1
36984,22,117,2,0
38295,13,697,4,1
35644,6,406,4,0
21008,16,133,5,1
94477,23,773,2,0
67867,22,13,2,0
65869,13,794,5,1
73959,5,616,2,1
44135,15,355,2,0
19634,18,86,5,0
11533,17,822,2,0
81795,7,415,5,1
54394,17,580,4,1
80453,6,294,5,1
35117,7,799,5,1
75082,22,420,4,1
74086,2,433,2,1
31678,2,701,1,0
67963,15,22,1,1
5105,7,65,3,0
16294,22,763,3,0
53279,23,733,5,1
64610,18,340,3,0
73038,9,959,4,1
38727,8,570,5,0
72339,23,99,5,0
97334,15,387,1,0
2454,7,231,2,0
59477,20,626,1,0
17277,22,419,2,0
27014,13,429,5,0
57493,4,553,5,1
63727,14,818,3,0
82253,6,704,2,0
19687,9,923,5,1
57800,10,433,2,0
2834,8,15,2,0
47576,16,8,3,0
63326,12,727,4,1
11201,16,856,3,0
3737,9,249,4,0
79361,7,776,1,0
17495,21,282,5,1
79873,9,523,5,1
64679,2,134,5,1
24857,1,628,1,0
21254,10,935,4,0
37040,6,952,2,1
45787,12,919,4,1
71243,19,359,4,1
94046,15,697,5,1
1645,8,834,4,1
81065,2,319,3,1
21765,13,307,3,0
72772,4,838,4,1
77289,3,386,4,1
17641,13,245,2,0
65507,17,267,2,0
4185,18,274,5,0
87749,20,200,5,1
84492,7,329,5,1
29851,14,398,5,1
56070,5,362,4,1
51190,15,882,4,1
43608,17,127,4,0
86489,17,432,2,1
2141,13,787,1,0
41949,16,248,1,0
88158,23,241,2,0
9775,21,817,2,0
15540,14,93,4,1
75712,1,632,5,1
12639,19,347,4,1
62429,1,250,1,1
16185,5,597,4,1
86284,16,674,5,1
38009,12,623,5,0
55454,22,769,1,1
53355,19,95,1,1
84065,9,250,1,1
91655,15,979,2,1
2646,12,141,1,0
93009,23,822,2,1
87709,2,776,3,0
30365,6,478,3,0
16744,7,663,4,0
72293,2,985,5,1
46201,20,22,2,0
77846,13,547,5,1
30305,6,306,4,1
14176,13,833,5,0
64763,19,262,3,0
86964,15,151,1,0
27476,17,250,4,0
51732,19,432,2,1
39681,20,793,1,1
834,8,517,3,0
28237,10,74,4,1
37358,13,903,1,0
92784,2,727,1,0
40734,9,846,2,0
70763,3,771,1,0
91071,3,998,5,0
69498,21,928,1,0
64655,22,466,4,1
85481,5,2,2,1
46962,8,751,3,0
3473,22,346,5,0
75447,18,116,1,1
88378,15,807,4,1
13623,20,309,5,1
19886,21,36,1,0
32676,8,321,2,0
88247,13,387,5,1
98977,22,100,4,1
47333,19,456,1,0
3632,1,221,4,1
27275,17,150,1,0
51147,1,720,4,0
98842,12,151,1,1
91454,19,706,2,0
80896,14,70,2,0
5158,10,440,2,0
87557,15,390,2,0
91258,13,435,2,1
82058,3,30,1,0
38938,6,292,4,0
62635,1,416,4,1
55768,13,831,5,1
8183,4,557,2,0
25810,4,271,2,0
18359,19,112,3,0
86160,8,220,5,1
91988,11,370,3,1
5769,16,689,4,1
54045,18,423,4,0
77654,0,23,5,0
89935,9,425,1,0
28744,6,629,1,0
33841,4,810,3,0
5245,0,164,1,0
58802,3,926,5,1
50460,1,111,2,1
90654,10,302,5,1
26823,1,285,2,0
80540,18,795,2,1
51976,7,564,3,0
12288,15,480,2,0
30070,6,235,5,0
82463,18,4,5,1
52794,20,821,3,1
90579,13,953,2,1
39862,23,323,4,1
53911,19,152,1,0
95926,18,371,4,1
61683,16,938,5,1
4759,3,903,1,0
47761,4,608,1,0
23378,6,142,1,0
91337,22,642,5,1
13014,13,302,5,0
81508,9,109,1,1
38213,19,941,3,0
51460,19,95,5,1
37941,18,884,3,0
3759,1,335,2,0
56184,22,165,2,1
79696,23,437,1,0
24157,1,724,3,0
45412,22,918,4,1
9215,6,330,2,0
30000,10,229,4,0
80645,13,923,1,0
66417,6,545,3,1
82562,13,598,5,1
33615,4,227,4,1
89728,19,104,3,0
7357,2,879,3,0
4256,9,280,2,0
32104,11,257,1,0
13407,21,976,3,0
47183,8,721,2,0
46259,12,861,5,1
88143,3,261,5,1
63051,12,947,1,1
91666,2,591,4,1
88609,13,561,2,0
70489,18,611,2,0
36812,13,531,4,1
82272,1,773,2,1
11774,19,778,5,0
28150,20,405,3,0
31399,13,648,3,0
41458,14,158,4,0
67090,5,971,2,0
4783,2,662,4,1
98384,5,39,1,1
51468,20,964,2,0
82197,21,957,3,1
39807,13,950,2,0
56013,7,177,3,1
24692,21,374,4,1
4337,14,908,5,0
40868,6,697,4,0
82513,8,790,3,1
51909,18,988,2,0
76153,23,410,4,1
7987,12,677,3,0
30905,0,19,1,1
55405,16,312,5,1
2176,16,213,3,0
90305,10,568,5,1
63572,23,760,3,0
60287,15,497,1,1
58244,2,394,5,1
41821,17,876,2,0
75159,10,806,1,1
68445,8,416,5,1
22447,22,112,2,0
92287,23,50,3,0
88021,5,469,4,0
72739,21,299,5,1
97444,22,276,1,0
11675,19,327,4,1
4302,11,545,5,0
11297,20,90,5,1
94957,13,639,1,1
92637,13,88,2,1
13787,17,631,4,0
50965,18,876,2,0
96330,17,647,3,1
6138,18,857,1,0
93965,12,177,5,1
74779,16,810,4,1
19280,19,694,2,0
19020,5,115,4,1
59426,23,635,5,1
15713,13,935,4,0
99412,11,36,2,0
63657,10,467,4,1
18193,2,506,3,0
58201,14,927,3,0
97057,2,875,3,0
33885,15,881,5,1
3365,15,238,3,0
9135,23,994,1,0
20285,14,45,2,0
6201,20,924,2,0
62560,14,671,5,1
1411,13,640,5,1
33978,16,505,2,0
63496,5,451,1,1
67830,18,199,5,1
49640,13,112,2,0
39619,21,905,3,0
87001,3,12,3,0
21151,20,439,3,0
41398,6,779,5,0
85117,12,373,1,1
40411,0,506,1,0
82352,4,695,3,0
55485,19,183,4,1
6640,22,673,5,0
25274,15,655,4,0
59516,14,752,3,1
61454,13,22,3,1
66182,11,454,4,1
32584,23,550,3,0
99169,9,805,2,0
12569,23,225,5,1
27081,3,995,4,0
24885,2,341,5,0
71967,7,876,5,1
19512,18,870,1,0
49399,14,610,2,0
62526,5,332,2,1
71556,18,845,3,0
96315,16,950,5,1
18449,17,6,4,1
77321,10,347,2,1
55784,9,837,1,0
85243,17,1000,4,1
45629,1,923,2,0
4871,17,808,4,1
79040,20,471,1,0
46617,9,283,3,0
43951,5,834,2,0
82072,15,307,1,0
33451,20,245,3,0
68533,6,686,5,1
87596,1,379,5,1
1255,21,416,5,1
84512,10,38,1,0
99463,21,498,5,1
82517,2,164,1,1
21751,11,246,2,0
13413,17,308,5,1
79385,1,528,2,0
83503,18,594,2,0
2432,1,19,1,0
92661,8,529,4,1
45472,6,186,5,0
97284,22,547,4,1
60734,18,836,1,0
62730,18,856,3,0
29787,16,712,5,0
23279,14,809,3,0
17386,0,645,2,0
40520,17,898,4,1
15647,3,616,1,0
3317,8,164,1,0
4064,18,953,4,1
28310,3,712,3,0
70450,1,475,3,0
65525,14,341,5,1
86246,3,711,1,1
21082,10,298,4,0
83040,14,52,4,1
11475,15,307,2,0
49097,16,774,5,0
12388,7,5,3,0
65824,21,480,5,1
80907,0,475,3,1
10185,0,77,3,0
90924,22,159,4,1
13898,4,769,1,0
72988,17,819,2,1
84786,11,199,5,1
774,11,643,3,0
99052,19,212,3,1
98230,7,267,1,1
200,10,372,2,0
3913,7,693,4,1
40175,10,686,2,0
96811,9,70,2,0
9827,13,967,1,0
41678,3,557,2,0
13074,23,614,4,1
17097,1,469,5,0
79902,18,25,2,1
63205,22,922,2,0
51150,20,59,1,0
95937,15,537,2,0
28772,21,86,5,0
47840,6,539,1,0
81162,18,272,1,1
25286,3,890,1,0
58776,0,927,3,1
37382,10,164,5,0
60849,1,675,1,0
46634,3,27,4,1
38191,0,982,3,0
99339,20,370,1,0
69998,17,101,4,1
27950,15,185,1,0
50291,1,798,4,1
77701,21,26,4,1
7665,13,543,2,0
79888,3,191,2,1
38121,13,581,5,1
20885,8,336,4,1
87094,21,292,2,0
48122,0,415,2,0
9997,19,12,2,0
73730,6,638,2,1
8357,19,644,5,1
4032,8,999,2,0
42591,19,845,5,1
11290,9,503,1,0
71739,22,930,2,0
10014,12,173,2,0
87733,15,526,2,0
47301,15,258,2,0
35642,14,178,4,1
51618,8,616,5,1
53984,3,858,4,0
2397,19,495,5,0
50712,12,891,3,1
22689,2,963,1,0
84184,2,678,2,0
73906,11,746,3,0
72256,13,161,1,0
57726,8,753,1,1
66122,5,841,1,0
40958,17,327,2,0
61406,22,879,3,1
61775,13,48,2,0
74230,4,588,1,0
71546,23,88,3,0
25733,21,710,1,0
7117,6,878,4,0
13141,13,737,3,0
80645,11,335,4,1
96958,4,503,2,0
8612,13,808,1,0
55532,10,747,2,0
79739,9,519,3,0
88722,0,323,2,1
92070,15,794,3,1
55125,1,195,4,1
80797,4,527,2,1
81760,8,928,4,1
61232,11,196,4,1
84345,6,541,1,0
48668,9,514,3,0
66537,19,291,1,1
3326,3,345,4,1
57325,11,862,5,1
66169,11,743,2,1
50191,18,274,2,1
61855,11,90,4,1
26470,5,219,2,0
96957,7,849,4,1
6021,13,939,3,0
62987,11,340,4,1
95114,5,381,2,1
79045,14,492,2,1
52167,3,946,4,1
29513,13,374,2,0
65595,3,296,1,1
97174,6,260,2,1
96828,6,676,3,1
318,17,5,3,0
25903,23,980,1,0
41801,18,379,1,0
23123,4,340,2,0
18370,0,888,5,1
53672,3,241,1,1
53709,12,5,4,1
65288,20,7,1,1
56788,0,751,2,0
56350,5,523,5,1
64366,19,105,4,1
32671,17,964,5,0
24282,19,449,3,0
38272,0,442,3,0
78925,2,682,3,1
28194,14,814,1,0
72272,6,774,4,1
31856,15,940,5,1
36812,8,468,3,0
64286,7,507,1,1
42096,12,342,3,0
43621,21,543,4,1
70475,12,913,3,0
58219,4,121,4,1
29047,6,589,1,0
98260,7,806,3,1
87904,18,297,3,1
38644,15,867,1,0
99365,14,374,5,1
75984,13,214,1,1
76092,13,382,3,0
18294,6,102,1,0
30547,17,425,3,0
15222,3,608,5,1
25194,10,964,4,0
79995,12,715,1,0
34966,10,917,5,1
72248,7,892,2,0
38237,8,685,2,0
81744,15,215,1,1
97931,10,194,4,1
86165,20,501,2,0
80144,11,534,2,0
11348,16,469,1,0
45945,1,448,1,0
94979,15,366,2,1
29956,6,592,3,0
11371,14,49,1,0
8309,2,207,5,1
37981,4,35,1,0
11283,16,292,3,0
70891,20,709,1,0
20470,11,274,2,0
5038,10,670,5,1
37374,7,404,5,1
91659,15,418,4,1
29344,6,379,3,0
53053,19,823,2,1
33627,5,999,4,0
76115,17,751,1,0
35548,10,257,2,0
32659,9,997,4,0
54935,23,460,5,1
16183,2,246,5,0
22521,4,722,3,0
91727,8,385,3,0
50908,6,817,4,1
97268,16,560,1,1
29820,21,397,5,1
44696,23,929,4,1
24101,9,429,2,0
39078,4,304,5,1
61930,1,286,1,0
96135,13,329,4,1
71448,20,432,2,0
67673,19,599,5,1
26079,4,585,4,1
81449,15,574,3,1
59905,6,969,3,0
2880,15,786,2,0
47819,8,800,5,0
20328,21,886,2,0
94453,1,222,4,1
15290,9,765,2,0
42292,20,477,1,0
23114,23,620,1,0
88663,18,830,3,0
83042,19,689,1,1
98607,5,906,2,1
97045,3,490,4,1
9255,2,802,1,0
87913,14,896,3,1
77503,17,490,4,1
33893,2,802,1,0
65348,0,522,4,1
32167,10,419,5,0
10103,9,786,1,0
52827,0,732,4,1
24808,16,190,1,0
43425,14,707,5,1
23960,4,340,3,0
42560,6,818,1,0
40102,16,280,1,0
54801,22,989,2,1
45615,21,142,3,0
71933,22,474,3,0
63786,1,354,4,1
86287,0,316,5,1
46403,13,589,1,0
88169,9,406,1,1
69736,20,832,2,1
84450,17,97,4,1
6108,10,522,2,0
32329,11,363,5,1
34780,14,725,5,0
16880,19,601,3,0
82630,7,847,2,1
45532,1,105,5,1
64020,6,821,5,1
22939,22,698,5,0
73236,15,213,1,1
35175,9,937,5,0
10037,18,993,4,1
73617,19,349,2,1
35671,1,289,2,0
96935,23,993,4,1
25824,20,439,4,1
12051,6,31,5,0
17193,12,410,2,0
38344,13,944,2,0
1247,4,849,2,0
2664,1,354,1,0
96157,18,749,2,1
23600,11,109,1,0
22339,13,902,1,0
82869,9,614,1,0
15146,17,697,3,0
35998,12,375,2,0
22854,15,695,3,0
16246,9,868,4,0
37445,13,687,5,1
24275,13,913,1,0
43764,17,496,1,0
67494,12,954,4,1
24097,6,360,4,0
10752,8,885,4,0
71886,17,159,1,0
70782,1,343,5,1
64187,14,80,3,1
72661,4,280,2,1
80831,18,845,4,1
9119,16,89,2,0
72322,12,186,4,1
69459,3,766,2,1
45918,12,383,2,0
97596,15,789,1,1
64923,1,278,1,0
32798,12,653,3,0
42998,4,641,3,0
86131,10,846,2,0
11815,8,750,3,0
10144,14,530,2,0
60910,13,253,4,1
77782,0,699,1,1
329,4,373,1,0
13806,12,833,3,0
22533,6,208,2,0
14037,23,138,2,0
20583,13,224,4,1
15644,11,221,4,0
33171,0,48,4,0
8727,11,589,2,0
2246,1,261,4,0
46300,9,701,1,0
67627,19,862,2,1
85234,0,672,2,0
38568,15,864,3,0
27638,1,675,5,1
82079,10,47,5,1
86969,3,15,3,1
91647,4,534,1,0
80009,8,802,5,1
97476,16,867,1,1
88596,20,246,5,1
21679,22,734,4,0
88200,21,921,1,1
6731,15,52,4,1
63508,7,825,3,0
25729,23,404,5,1
47584,21,111,4,0
96868,1,291,4,1
54493,10,309,1,1
19254,23,12,5,1
46764,4,155,2,0
81761,13,738,1,0
71151,11,649,3,1
31870,4,691,3,0
49253,8,888,4,0
97669,5,991,4,1
95591,13,836,4,1
89601,11,790,1,0
87416,21,700,3,0
40400,21,272,3,0
47486,2,80,4,0
69604,23,242,5,1
32719,17,528,1,0
7173,21,79,1,0
92234,5,212,5,1
51430,18,190,5,1
78080,13,734,2,1
55618,6,128,5,1
62910,5,605,3,0
34535,20,877,1,0
60296,22,673,2,1
3911,22,251,5,1
49785,10,933,2,0
20414,7,957,5,0
69141,10,795,1,1
67510,18,774,3,0
75691,23,438,1,0
29324,14,301,5,1
3748,16,865,5,0
34594,8,999,4,0
88640,8,44,1,0
65309,10,775,4,1
69858,12,175,1,1
29448,13,47,1,0
48044,3,707,2,0
11627,21,194,3,0
61771,17,348,4,1
1066,23,219,1,0
57026,16,631,4,1
18688,5,48,2,0
43342,4,707,4,0
34915,19,99,2,0
70885,1,671,3,0
92252,16,863,5,1
28249,6,463,2,0
74428,11,515,4,1
12709,4,366,2,0
986,1,280,3,0
37994,1,18,2,0
51363,11,708,3,1
35621,10,558,2,0
43452,8,604,4,0
44139,11,971,4,1
21866,6,835,4,1
59888,20,154,1,1
32633,12,542,4,1
48403,10,801,4,1
21916,15,197,2,0
4134,14,550,5,0
7465,2,335,3,0
3326,16,980,2,0
63264,9,721,5,0
37600,23,835,3,0
10620,7,182,5,1
80779,15,450,4,1
68018,10,898,2,0
74585,19,165,2,0
98051,10,577,5,1
11652,22,900,2,0
33906,9,761,2,0
91301,12,243,2,1
93627,0,671,3,1
71380,21,383,3,0
83069,18,178,1,1
27846,3,38,3,0
82983,23,229,2,0
13828,2,381,5,0
31512,0,591,4,0
61306,6,582,3,0
75693,5,878,5,1
36244,4,58,5,1
81276,15,119,3,1
55331,11,384,5,1
80477,2,256,3,1
85982,12,607,1,1
32075,14,866,5,0
36339,15,848,3,0
25334,18,846,3,0
9654,7,377,4,0
93323,16,401,1,1
10304,13,760,5,1
13637,2,641,1,0
2514,3,998,2,0
47403,10,970,4,1
88723,7,717,2,1
24292,6,593,4,0
29289,4,559,2,0
23291,23,692,4,1
71182,16,685,2,0
63633,16,941,2,0
28888,13,867,3,0
78546,0,149,1,0
37882,13,828,2,0
36628,15,195,1,0
70510,3,818,2,0
38897,13,859,2,0
63894,3,26,1,0
45886,3,435,1,1
23729,9,149,4,1
33731,12,102,2,0
56967,12,255,5,1
61478,4,466,3,0
20477,18,949,5,1
96885,9,527,1,1
93476,15,759,2,1
12329,16,132,5,0
47775,6,221,3,0
65522,19,962,5,1
36895,10,571,4,0
28015,0,165,5,1
16078,19,273,1,0
30398,7,246,2,0
64553,21,299,2,0
41425,20,458,3,0
16461,20,288,3,0
50981,18,311,3,0
4263,11,776,3,0
41272,3,654,4,0
15762,9,214,4,0
1453,11,368,5,0
57869,7,265,5,1
67327,11,257,4,1
84750,7,49,3,0
92118,1,898,4,1
78860,22,569,2,1
64762,21,567,1,1
90306,6,970,2,0
53055,10,668,2,0
52177,16,190,2,0
30975,22,935,3,0
74862,23,68,2,1
22620,22,120,4,0
53408,1,912,4,1
12246,14,136,5,0
59035,22,260,2,1
61059,13,60,3,1
96416,5,677,3,0
95934,1,50,4,1
80149,4,728,1,1
73662,15,491,3,0
60030,1,487,1,0
75475,23,228,4,1
4976,0,764,2,0
89624,22,795,5,1
33495,13,464,1,0
17278,3,968,1,0
53764,4,634,1,0
57336,17,835,1,1
24180,1,820,4,1
27266,14,68,5,1
99925,12,788,3,1
60254,4,458,2,1
84529,12,124,1,0
67336,7,482,3,1
28921,19,577,5,0
28289,7,520,3,0
39143,1,809,4,1
67909,20,96,3,0
1628,19,991,4,1
64087,23,999,4,1
77357,2,350,5,1
14420,0,935,3,0
33016,9,75,3,0
68924,2,431,3,0
13253,15,193,2,0
77211,18,593,2,1
36073,12,320,1,0
71374,16,272,2,1
15042,17,954,5,1
19730,14,161,3,0
60625,9,713,3,1
45926,4,558,2,0
40375,5,126,1,0
53036,3,666,4,1
53047,14,128,1,0
70689,17,765,3,0
76305,23,528,4,1
22147,10,207,2,0
25193,11,611,2,0
40589,17,749,1,0
64085,19,688,1,0
57957,23,610,4,1
20035,10,628,3,0
40219,2,408,2,0
63627,5,724,1,0
15492,3,299,3,0
50540,22,931,4,1
39222,10,752,2,0
79403,15,777,1,1
45444,3,534,4,0
86670,13,454,4,1
49874,2,895,4,1
38486,17,741,4,0
47300,4,683,1,0
25455,12,71,4,1
55446,15,261,3,1
63174,12,959,4,1
13936,3,147,4,0
27880,22,44,3,0
19013,18,447,3,0
65824,10,373,3,0
55997,19,93,5,1
84412,14,340,1,0
35671,9,269,2,0
89260,11,559,5,1
32931,19,702,2,0
73032,5,431,5,1
51801,10,902,4,1
82025,8,115,1,0
91010,12,748,1,0
77591,7,746,5,1
24690,19,200,3,0
69269,5,523,5,1
3878,21,425,2,0
20520,1,835,2,0
40210,22,286,5,0
23708,17,99,1,0
49043,6,687,4,0
55161,19,629,4,1
44251,3,985,3,0
46222,1,572,3,0
38833,22,329,5,0
69277,9,783,2,1
63576,0,903,4,1
30100,3,30,5,1
64699,19,262,1,1
98097,5,48,4,1
71751,0,360,3,1
85921,20,428,4,1
54596,23,178,1,1
82076,3,551,1,0
89736,21,382,1,1
89810,23,732,3,1
9464,21,816,5,0
4471,23,98,5,0
95749,6,312,5,1
86698,23,448,1,1
33676,6,813,2,0
90055,7,299,3,1
96904,22,523,4,1
17353,7,726,3,0
35372,12,732,2,0
31151,16,160,5,1
21597,21,674,3,0
25000,23,319,5,1
78523,2,990,4,1
47498,2,765,1,0
62359,19,62,4,0
26409,4,321,3,0
19952,4,278,2,0
48903,5,802,1,0
89672,17,169,3,1
7492,9,805,4,0
18241,15,680,2,0
24454,7,361,3,0
46043,10,241,1,0
49751,13,839,2,0
34328,10,266,2,0
2181,22,318,2,0
34306,5,990,4,0
36615,15,263,2,0
87244,21,551,2,0
35117,21,565,5,0
49764,22,926,2,0
55368,0,563,5,1
1814,11,451,5,0
5644,23,65,3,0
89721,23,269,4,1
31485,6,137,2,0
48653,22,76,1,0
11465,5,862,2,0
74115,23,685,1,0
99733,13,750,1,0
62495,16,22,1,0
37408,21,213,3,0
16580,17,171,2,0
63813,9,572,5,1
751,18,299,3,0
19587,15,137,1,0
60018,8,926,1,1
87829,5,128,4,1
21590,21,86,4,1
48544,2,152,2,0
39512,8,813,3,0
32537,6,787,2,0
13627,18,282,3,0
46214,17,87,5,0
66152,14,340,2,1
11846,0,759,4,1
28599,8,733,4,1
76446,6,411,5,1
68158,17,809,1,0
73892,20,261,5,1
28133,11,512,1,0
91034,14,572,3,1
20044,10,338,1,0
2394,9,949,5,0
33602,17,761,1,0
80434,3,324,2,1
64661,4,84,4,1
80555,19,903,1,0
37874,16,750,4,1
24821,18,639,5,0
74828,19,976,1,0
89173,9,617,1,0
49741,6,441,1,0
34112,12,286,1,0
84470,21,223,1,1
84535,7,535,2,1
59372,19,285,5,1
42734,2,943,3,0
88424,16,40,5,1
89194,4,978,2,1
26885,0,711,5,1
90179,8,946,4,1
30152,20,872,1,0
14497,13,776,4,1
16607,14,15,2,0
94618,9,860,1,1
55056,6,111,1,1
53103,10,31,3,1
12985,6,3,5,1
61646,22,429,5,1
24742,8,822,3,0
58622,17,548,5,1
20258,23,220,5,1
79428,4,154,1,0
50393,13,440,3,1
91710,3,561,3,0
30612,6,448,4,0
42297,19,433,3,0
92966,5,783,1,1
41498,3,122,3,0
65640,19,577,1,1
9503,12,170,5,0
91626,18,872,1,0
14291,5,539,2,0
14346,7,935,4,1
73657,4,201,1,1
35138,1,33,2,0
68662,23,820,4,1
99725,22,998,4,1
29072,14,888,5,1
65069,13,266,1,1
27697,7,205,1,0
75119,17,967,2,0
89460,22,470,3,1
54239,3,839,5,1
22295,23,322,4,0
72546,7,989,2,1
51154,10,516,4,1
7636,7,272,2,0
88081,0,636,4,1
38697,19,532,1,0
40015,2,159,2,0
61873,15,535,4,1
90135,16,831,2,1
90673,3,929,1,0
63594,5,791,1,1
32389,0,39,2,0
6890,2,280,3,0
22928,23,92,2,0
85634,14,241,1,0
38636,23,920,1,0
77323,13,76,4,0
67603,19,396,1,1
13569,3,212,2,0
43934,19,377,3,0
86399,1,197,2,1
22005,9,31,1,0
85496,16,753,2,1
67741,19,190,1,1
46908,18,821,4,1
33868,4,923,5,1
70731,16,867,3,1
86054,6,908,2,1
38289,5,26,1,0
62592,0,637,2,0
69663,11,859,5,1
75234,16,88,1,0
37489,0,907,3,0
33778,9,76,4,1
39268,5,948,1,0
99626,12,926,5,1
8763,20,881,1,0
60072,7,324,5,1
79895,21,952,4,1
82116,7,287,3,0
42045,21,462,5,1
58171,16,828,5,1
25880,2,366,4,1
33467,7,580,4,1
53086,15,743,5,0
72280,18,744,4,1
69835,17,218,5,1
88822,3,702,4,1
58507,7,790,5,1
48399,19,535,2,0
44181,6,509,4,1
40088,17,84,5,0
22296,4,706,2,0
80249,10,8,1,0
41497,11,988,3,0
67449,8,397,3,0
8234,16,592,4,0
10069,18,277,2,0
92237,20,643,5,1
34847,2,120,5,0
30002,7,386,1,0
94139,2,80,3,1
46297,14,756,2,0
40734,2,208,1,0
46339,13,237,3,0
46050,18,311,3,0
33301,0,386,4,1
83757,11,747,5,1
91145,8,31,3,1
77279,14,56,1,1
78328,7,190,4,1
22580,16,542,1,0
4926,13,569,4,1
50421,11,870,1,0
46503,14,891,3,0
44986,1,743,1,0
49377,10,907,1,0
20572,14,333,3,0
49319,18,947,4,1
80414,12,842,1,0
56675,10,456,3,1
19838,12,544,4,1
81078,1,127,2,0
30219,8,478,5,0
55851,12,578,1,1
57436,10,492,4,1
59311,17,17,5,1
67719,14,437,3,1
31386,11,471,3,0
74951,22,573,5,1
7160,22,988,3,0
38584,17,909,5,1
36479,14,421,4,1
92998,23,903,4,1
8053,1,936,1,0
10170,3,320,4,0
68186,6,293,1,1
97459,15,481,3,0
87732,11,473,3,1
98903,13,943,4,1
41169,12,159,3,0
89923,8,718,1,1
10054,13,489,4,1
8709,6,680,4,1
65598,0,792,4,1
70609,22,11,2,1
40705,4,148,1,0
38445,15,729,3,0
33442,11,413,2,0
96877,20,215,3,1
87016,7,127,2,0
16273,10,790,5,1
9148,2,194,3,0
17165,7,643,1,0
2955,0,946,5,1
69962,19,796,2,0
41422,23,616,4,1
99778,6,845,3,1
36394,10,727,5,1
75398,0,689,5,1
41438,20,663,1,0
54693,5,525,3,1
74440,3,333,4,0
85094,10,353,2,1
63542,11,331,4,1
82973,23,539,1,0
58582,16,902,1,1
91140,16,871,2,0
2665,9,393,1,0
10681,10,683,4,1
27207,3,759,5,0
9645,22,928,1,0
33174,23,203,5,0
83381,17,662,5,1
40292,14,618,5,0
18312,9,92,2,0
58998,5,313,5,1
34284,2,747,4,1
68464,16,720,1,0
35120,1,695,4,1
64015,11,474,3,1
90310,19,101,4,1
21878,11,388,1,0
98518,9,850,4,1
82603,15,581,1,1
73694,15,160,3,1
68096,14,575,4,1
85918,16,362,4,1
76579,0,173,5,1
98111,22,78,2,1
75976,4,535,1,1
64343,5,338,5,1
87132,18,257,2,1
32336,2,576,4,0
1495,18,480,4,0
58189,19,388,1,0
51359,19,397,2,0
61969,12,962,3,1
49501,15,387,4,1
29490,17,913,5,0
20262,6,464,2,0
9063,4,714,3,0
42235,12,576,1,0
61765,7,740,1,0
54322,15,883,1,0
70643,23,803,3,1
70798,14,788,2,0
73321,15,531,4,1
72281,1,485,5,1
55760,18,41,3,0
94431,21,149,5,1
9412,14,368,5,0
5305,9,68,5,0
7549,3,294,1,0
56650,6,433,5,1
35396,14,366,3,0
78320,15,767,2,0
11388,16,425,1,0
52927,18,578,5,1
68783,15,954,4,1
43712,19,699,2,0
67520,5,957,1,1
12596,14,430,3,1
83522,20,598,1,1
38345,8,36,2,0
47474,9,224,2,0
42146,8,825,1,0
93234,15,555,5,1
98570,10,997,4,1
22614,15,994,4,1
7764,3,752,5,0
93099,9,553,1,1
10054,3,991,3,0
85451,22,15,4,0
62051,10,557,1,0
62401,14,416,4,1
59666,16,532,5,1
97906,11,198,3,1
38928,2,33,5,1
45939,21,349,2,0
11046,3,310,3,0
61660,22,750,4,0
61734,14,684,5,1
88890,1,626,3,1
62987,18,77,3,0
48588,11,464,1,0
27320,7,969,3,0
27737,16,77,3,0
52185,5,390,3,0
36739,10,68,4,1
47453,19,194,2,0
53122,3,714,5,1
70250,0,501,5,1
45561,3,848,4,1
55585,1,293,1,0
85738,14,706,5,1
24955,8,250,2,0
91984,3,253,4,1
60086,6,893,1,1
56346,5,957,5,1
71921,16,631,5,1
6600,1,643,2,0
14448,2,592,1,1
30208,19,329,5,0
92498,15,475,2,1
11091,14,53,3,0
50025,13,674,5,1
85956,21,892,2,1
85564,19,278,1,1
60719,16,708,3,0
75020,8,506,1,0
43225,15,108,2,0
26048,16,51,3,0
46414,1,230,2,0
31720,12,2,4,0
89329,5,890,2,0
51566,20,857,3,1
25290,8,831,3,0
49463,19,985,4,0
7825,2,467,5,1
7121,1,159,5,0
54899,17,543,5,1
54356,5,781,4,1
53342,17,100,4,1
53106,22,35,2,1
1422,1,779,3,0
13355,14,870,2,0
48542,2,812,4,1
75782,19,803,1,1
74850,13,704,2,1
67025,23,847,5,1
43256,0,106,4,1
62493,10,409,1,1
72445,17,237,2,1
43161,3,833,1,0
40444,17,283,1,0
97938,11,348,2,0
47515,4,53,2,0
26233,16,619,1,0
27068,6,200,4,1
84804,11,46,4,1
41355,2,749,1,0
36703,19,621,2,0
85214,10,646,5,1
80303,17,339,5,1
68555,2,592,2,1
97657,3,912,3,0
9852,13,337,1,0
30898,5,764,1,0
